Training tokens: 100,000,000
Total steps: 12,207
Train token file: /root/autodl-tmp/data/openwebtext/openwebtext_train_tokens.npy
Valid token file: /root/autodl-tmp/data/openwebtext/openwebtext_valid_tokens.npy
Metrics JSON file: /root/autodl-tmp/data/openwebtext/metrics/dense_baseline_metrics.json
step=4220/12207 loss=4.7115, val_loss=4.8321 lr=2.533e-04 tok/s=10688.3 max_mem=9.34GB
step=4240/12207 loss=4.6929, val_loss=4.7820 lr=2.527e-04 tok/s=10654.3 max_mem=9.34GB
step=4260/12207 loss=4.7820, val_loss=4.7618 lr=2.522e-04 tok/s=10510.5 max_mem=9.34GB
step=4280/12207 loss=4.9638, val_loss=4.7740 lr=2.516e-04 tok/s=10575.7 max_mem=9.34GB
step=4300/12207 loss=4.8613, val_loss=4.7417 lr=2.510e-04 tok/s=10544.7 max_mem=9.34GB
step=4320/12207 loss=4.7967, val_loss=4.7925 lr=2.504e-04 tok/s=10389.9 max_mem=9.34GB
step=4340/12207 loss=4.7681, val_loss=4.7908 lr=2.498e-04 tok/s=10387.8 max_mem=9.34GB
step=4360/12207 loss=4.7769, val_loss=4.7551 lr=2.492e-04 tok/s=10657.9 max_mem=9.34GB
step=4380/12207 loss=4.8873, val_loss=4.7337 lr=2.486e-04 tok/s=10599.3 max_mem=9.34GB
step=4400/12207 loss=4.7732, val_loss=4.7894 lr=2.480e-04 tok/s=10639.3 max_mem=9.34GB
